Area Code,Area,Item Code,Item,Element,Year,Unit,Value,Flag
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1965,tonnes,1,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1966,tonnes,7,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1967,tonnes,0,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1968,tonnes,94,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1969,tonnes,58,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1970,tonnes,143,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1971,tonnes,141,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1972,tonnes,98,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1973,tonnes,110,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1974,tonnes,86,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1975,tonnes,72,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1976,tonnes,65,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1977,tonnes,59,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1978,tonnes,360,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1979,tonnes,395,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1980,tonnes,975,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1981,tonnes,881,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1982,tonnes,1114,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1983,tonnes,1354,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1984,tonnes,1561,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1985,tonnes,840,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1986,tonnes,751,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1987,tonnes,1221,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1988,tonnes,2076,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1989,tonnes,2303,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1990,tonnes,2498,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1991,tonnes,2660,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1992,tonnes,3136,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1993,tonnes,3137,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1994,tonnes,3021,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1995,tonnes,2700,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1996,tonnes,3202,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1997,tonnes,3343,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1998,tonnes,1969,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),1999,tonnes,2961,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2000,tonnes,3104,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2001,tonnes,3568,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2002,tonnes,3261,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2003,tonnes,3534,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2004,tonnes,3510,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2005,tonnes,4026,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2006,tonnes,4428,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2007,tonnes,3297,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2008,tonnes,3983,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2009,tonnes,3916,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2010,tonnes,4585,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2011,tonnes,4328,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2012,tonnes,4432,S
117,Republic of Korea,2640,Pepper,Food supply quantity (tonnes),2013,tonnes,4306,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1961,tonnes,109,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1962,tonnes,86,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1963,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1964,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1965,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1966,tonnes,17,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1967,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1968,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1969,tonnes,300,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1970,tonnes,3476,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1971,tonnes,1413,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1972,tonnes,151,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1973,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1974,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1975,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1976,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1977,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1978,tonnes,3842,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1979,tonnes,33261,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1980,tonnes,5263,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1981,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1982,tonnes,590,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1983,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1984,tonnes,7719,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1985,tonnes,11060,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1986,tonnes,704,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1987,tonnes,93,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1988,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1989,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1990,tonnes,0,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1991,tonnes,2277,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1992,tonnes,4736,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1993,tonnes,146,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1994,tonnes,19,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1995,tonnes,4065,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1996,tonnes,4381,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1997,tonnes,3459,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1998,tonnes,4916,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),1999,tonnes,5999,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2000,tonnes,4970,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2001,tonnes,7198,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2002,tonnes,6728,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2003,tonnes,10560,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2004,tonnes,13102,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2005,tonnes,8617,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2006,tonnes,7637,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2007,tonnes,7142,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2008,tonnes,7187,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2009,tonnes,7038,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2010,tonnes,7053,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2011,tonnes,14211,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2012,tonnes,9530,S
117,Republic of Korea,2641,Pimento,Food supply quantity (tonnes),2013,tonnes,3182,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1961,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1962,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1963,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1964,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1965,tonnes,2,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1966,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1967,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1968,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1969,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1970,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1971,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1972,tonnes,0,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1973,tonnes,10,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1974,tonnes,59,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1975,tonnes,77,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1976,tonnes,10,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1977,tonnes,1024.55,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1978,tonnes,1700.91,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1979,tonnes,3217.27,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1980,tonnes,5638.18,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1981,tonnes,7348.55,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1982,tonnes,3756,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1983,tonnes,4004.55,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1984,tonnes,4179.09,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1985,tonnes,7618,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1986,tonnes,6408.82,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1987,tonnes,7137.64,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1988,tonnes,8949,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1989,tonnes,10335.73,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1990,tonnes,34005.36,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1991,tonnes,36270.27,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1992,tonnes,32680,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1993,tonnes,27104.82,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1994,tonnes,38298.36,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1995,tonnes,42185.55,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1996,tonnes,34003,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1997,tonnes,31011.64,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1998,tonnes,16269.82,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),1999,tonnes,30144.73,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2000,tonnes,31255.45,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2001,tonnes,36009.09,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2002,tonnes,49935.09,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2003,tonnes,53168.82,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2004,tonnes,62421.18,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2005,tonnes,66647.27,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2006,tonnes,74200.73,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2007,tonnes,93142.82,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2008,tonnes,83474.36,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2009,tonnes,69128.73,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2010,tonnes,73416.27,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2011,tonnes,89347.82,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2012,tonnes,90401.91,S
117,Republic of Korea,2618,Pineapples and products,Food supply quantity (tonnes),2013,tonnes,91919.09,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1961,tonnes,271101,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1962,tonnes,226091,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1963,tonnes,221543,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1964,tonnes,364894,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1965,tonnes,331642,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1966,tonnes,403655,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1967,tonnes,215868,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1968,tonnes,274539,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1969,tonnes,454829,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1970,tonnes,470299,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1971,tonnes,463868,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1972,tonnes,355873,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1973,tonnes,361684,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1974,tonnes,356923,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1975,tonnes,534697,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1976,tonnes,433972,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1977,tonnes,435258,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1978,tonnes,224842,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1979,tonnes,268060,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1980,tonnes,338958,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1981,tonnes,435444,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1982,tonnes,427569,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1983,tonnes,375312,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1984,tonnes,339194,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1985,tonnes,461182,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1986,tonnes,458320,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1987,tonnes,353696,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1988,tonnes,314968.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1989,tonnes,490229.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1990,tonnes,289189.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1991,tonnes,316786.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1992,tonnes,582192.67,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1993,tonnes,503099.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1994,tonnes,396454,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1995,tonnes,482438.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1996,tonnes,619854.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1997,tonnes,551781.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1998,tonnes,454326,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),1999,tonnes,570372,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2000,tonnes,591748.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2001,tonnes,522877,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2002,tonnes,590084,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2003,tonnes,429318.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2004,tonnes,542719.33,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2005,tonnes,769810.67,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2006,tonnes,546114,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2007,tonnes,506580,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2008,tonnes,528602.67,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2009,tonnes,513071.67,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2010,tonnes,558932,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2011,tonnes,591576,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2012,tonnes,611279,S
117,Republic of Korea,2531,Potatoes and products,Food supply quantity (tonnes),2013,tonnes,730921.67,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1961,tonnes,4382,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1962,tonnes,4216,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1963,tonnes,4056.86,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1964,tonnes,5053.93,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1965,tonnes,4665.47,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1966,tonnes,5281.51,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1967,tonnes,3922.5,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1968,tonnes,4346.25,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1969,tonnes,5976.24,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1970,tonnes,6392,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1971,tonnes,5726.73,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1972,tonnes,4929,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1973,tonnes,5551,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1974,tonnes,7408,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1975,tonnes,7381,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1976,tonnes,9838.49,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1977,tonnes,19112.99,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1978,tonnes,12295.28,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1979,tonnes,14053.25,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1980,tonnes,14394.75,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1981,tonnes,16713.23,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1982,tonnes,12881.92,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1983,tonnes,13113,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1984,tonnes,11585.24,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1985,tonnes,10905.25,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1986,tonnes,13573.97,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1987,tonnes,18486.06,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1988,tonnes,13898.34,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1989,tonnes,11646,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1990,tonnes,9506.85,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1991,tonnes,10070.11,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1992,tonnes,46983.84,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1993,tonnes,95893,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1994,tonnes,135912,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1995,tonnes,122301.68,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1996,tonnes,7149,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1997,tonnes,7963.75,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1998,tonnes,7353.25,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),1999,tonnes,8494.27,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2000,tonnes,8633.97,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2001,tonnes,8556.39,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2002,tonnes,9769.49,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2003,tonnes,7836,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2004,tonnes,7959.62,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2005,tonnes,8598.48,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2006,tonnes,7073.71,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2007,tonnes,6590.79,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2008,tonnes,6878.07,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2009,tonnes,9307.63,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2010,tonnes,9898.5,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2011,tonnes,7942.6,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2012,tonnes,7500.38,S
117,Republic of Korea,2549,"Pulses, Other and products",Food supply quantity (tonnes),2013,tonnes,9229.01,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1961,tonnes,409,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1962,tonnes,1790,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1963,tonnes,601,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1964,tonnes,1735,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1965,tonnes,2019,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1966,tonnes,4094,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1967,tonnes,5962,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1968,tonnes,7192,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1969,tonnes,10537,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1970,tonnes,8517,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1971,tonnes,13267,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1972,tonnes,6995,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1973,tonnes,10930,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1974,tonnes,15510,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1975,tonnes,11717,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1976,tonnes,12778,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1977,tonnes,11706,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1978,tonnes,7412,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1979,tonnes,6261,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1980,tonnes,9106,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1981,tonnes,7575,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1982,tonnes,6649,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1983,tonnes,3324,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1984,tonnes,2874,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1985,tonnes,2098,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1986,tonnes,6641,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1987,tonnes,2712,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1988,tonnes,2890,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1989,tonnes,2626,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1990,tonnes,2687,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1991,tonnes,17365,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1992,tonnes,12315,S
117,Republic of Korea,2574,Rape and Mustard Oil,Food supply quantity (tonnes),1993,tonnes,17084,S
